Date,Voucher Type,Amount
21-Jul-21,Journal,"44,298"
17-Jan-22,Purchase,"34,383"
09-Oct-21,Receipt,"87,966"
02-Apr-21,Payment,"69,126"
07-Apr-21,Receipt,"29,155"
16-Aug-21,Journal,"53,554"
29-Dec-21,Purchase,"94,447"
23-Apr-21,Purchase,"22,351"
19-Feb-22,Journal,"94,784"
05-Sep-21,Receipt,"74,702"
20-Jun-21,Purchase,"93,673"
10-Sep-21,Journal,"67,343"
30-Jun-21,Purchase,"87,551"
02-Aug-21,Sales,"80,801"
07-Sep-21,Journal,"1,668"
01-May-21,Payment,"10,326"
17-Nov-21,Receipt,"72,905"
10-Jun-21,Purchase,"86,937"
01-Dec-21,Purchase,"65,418"
27-Apr-21,Journal,"32,728"
29-Apr-21,Journal,"73,285"
13-Jun-21,Journal,"2,288"
30-Sep-21,Receipt,"27,652"
27-Nov-21,Sales,"97,817"
01-Apr-21,Purchase,"68,222"
19-Feb-22,Sales,"77,881"
13-Sep-21,Purchase,"94,070"
25-Aug-21,Payment,"41,647"
03-Jan-22,Sales,"87,316"
11-Oct-21,Sales,"40,368"
26-Aug-21,Payment,"4,979"
14-Feb-22,Sales,"26,554"
11-Feb-22,Journal,"56,147"
07-Jan-22,Payment,"9,228"
13-Dec-21,Receipt,"44,792"
07-Dec-21,Sales,"35,141"
24-Jul-21,Payment,"83,623"
28-May-21,Sales,"93,632"
23-Aug-21,Purchase,"35,599"
03-Apr-21,Receipt,"9,316"
12-Feb-22,Sales,"87,053"
21-Jul-21,Journal,"38,070"
13-Nov-21,Sales,"75,619"
21-May-21,Sales,"9,948"
25-Sep-21,Payment,"28,971"
30-Mar-22,Purchase,"66,358"
04-Nov-21,Journal,"17,779"
13-Sep-21,Journal,"80,120"
09-Sep-21,Receipt,"92,089"
19-Sep-21,Receipt,"25,558"
06-Jun-21,Purchase,"38,461"
11-Oct-21,Purchase,"59,073"
29-Nov-21,Receipt,"6,740"
20-Jul-21,Payment,"2,002"
23-Jul-21,Purchase,"36,066"
01-Dec-21,Sales,"58,458"
17-Nov-21,Payment,"40,991"
26-Jun-21,Payment,"60,399"
19-May-21,Sales,"84,076"
18-Apr-21,Receipt,"76,151"
04-Sep-21,Journal,"14,772"
19-Jul-21,Payment,"56,621"
30-Jan-22,Purchase,"39,741"
08-Mar-22,Journal,"90,937"
21-Apr-21,Payment,"56,695"
04-Apr-21,Receipt,"74,450"
03-May-21,Payment,"83,956"
25-Apr-21,Journal,"42,305"
08-Aug-21,Sales,"7,125"
15-May-21,Purchase,"49,586"
01-Jun-21,Journal,"42,237"
18-Feb-22,Journal,"99,379"
10-Nov-21,Purchase,"94,268"
01-Apr-21,Receipt,"99,504"
17-Jul-21,Sales,"15,174"
12-Jun-21,Payment,"34,537"
25-May-21,Sales,"19,902"
30-Jul-21,Journal,"18,949"
04-Jun-21,Payment,"85,887"
03-Feb-22,Sales,"93,104"
29-Apr-21,Payment,"33,637"
11-May-21,Journal,"53,482"
08-Aug-21,Journal,"4,160"
03-Jul-21,Receipt,"66,602"
16-Aug-21,Sales,"35,690"
11-Mar-22,Receipt,"46,242"
09-Jul-21,Journal,"55,023"
18-Dec-21,Purchase,"60,309"
09-Apr-21,Journal,"68,171"
27-Feb-22,Journal,"84,925"
04-Apr-21,Payment,"28,849"
20-Nov-21,Journal,"38,394"
23-Jul-21,Receipt,"76,260"
10-May-21,Purchase,"88,723"
31-Aug-21,Payment,"63,719"
28-Aug-21,Sales,"64,804"
01-Dec-21,Receipt,"55,807"
24-Oct-21,Purchase,"20,653"
30-Dec-21,Sales,"87,834"
31-Dec-21,Journal,"55,142"
12-Feb-22,Purchase,"25,789"
18-Mar-22,Receipt,"24,451"
25-May-21,Purchase,"63,765"
16-Dec-21,Receipt,"69,955"
01-Dec-21,Sales,"15,722"
18-Jun-21,Purchase,"57,398"
31-May-21,Receipt,"51,081"
18-Jun-21,Sales,"53,276"
05-Feb-22,Sales,"44,626"
20-Jun-21,Sales,"57,354"
12-Oct-21,Receipt,"62,320"
20-Oct-21,Purchase,"75,505"
10-Mar-22,Purchase,"53,144"
26-Jul-21,Receipt,"94,063"
22-Jul-21,Payment,"97,191"
13-Nov-21,Journal,"55,485"
28-Jun-21,Journal,"86,174"
16-May-21,Sales,"91,219"
13-Mar-22,Sales,"91,780"
11-Apr-21,Purchase,"54,499"
08-Feb-22,Payment,"42,797"
04-Oct-21,Sales,"1,076"
03-Nov-21,Purchase,"92,645"
03-Apr-21,Journal,"59,293"
03-Jan-22,Purchase,"15,184"
13-Sep-21,Receipt,"2,843"
09-Mar-22,Receipt,"16,082"
25-Jun-21,Purchase,"6,240"
20-Dec-21,Journal,"25,475"
19-Aug-21,Receipt,"24,707"
23-Apr-21,Payment,"84,825"
15-Mar-22,Purchase,"26,771"
23-Feb-22,Receipt,"11,392"
12-Apr-21,Payment,"11,518"
21-Nov-21,Receipt,"83,793"
02-Oct-21,Sales,"5,159"
02-Mar-22,Purchase,"14,762"
07-Jul-21,Journal,"34,673"
18-May-21,Journal,"98,132"
07-Aug-21,Receipt,"9,298"
15-Jan-22,Payment,"14,392"
18-Nov-21,Journal,"38,076"
18-Mar-22,Payment,"62,046"
28-Nov-21,Sales,"83,153"
28-Jul-21,Journal,"51,851"
17-Sep-21,Payment,"49,177"
27-Oct-21,Sales,"93,292"
02-Mar-22,Payment,"70,740"
15-Apr-21,Purchase,"85,577"
24-Sep-21,Sales,"34,164"
17-Dec-21,Journal,"33,829"
24-Aug-21,Purchase,"61,674"
29-Dec-21,Purchase,"47,894"
13-Mar-22,Purchase,"69,699"
01-Feb-22,Journal,"68,328"
25-Apr-21,Receipt,"95,453"
13-Dec-21,Receipt,"4,841"
22-Apr-21,Purchase,"23,264"
11-Nov-21,Receipt,"64,622"
15-Aug-21,Payment,"36,124"
22-Nov-21,Journal,"30,341"
08-Dec-21,Journal,"95,667"
29-Jan-22,Payment,"75,725"
23-Apr-21,Receipt,"73,047"
04-Nov-21,Journal,"92,147"
25-Jul-21,Sales,"81,384"
02-Nov-21,Receipt,"15,915"
09-Dec-21,Receipt,"75,215"
05-Nov-21,Journal,"72,047"
20-Mar-22,Payment,"6,324"
10-Jun-21,Receipt,"93,901"
23-Jul-21,Receipt,"54,978"
31-May-21,Sales,"31,231"
07-Feb-22,Receipt,"97,079"
28-Dec-21,Purchase,"64,514"
23-Feb-22,Payment,"82,104"
04-Sep-21,Sales,"42,805"
02-Mar-22,Receipt,"17,670"
09-Aug-21,Receipt,"94,403"
27-Apr-21,Receipt,"1,761"
26-May-21,Journal,"2,945"
14-May-21,Sales,"79,574"
18-Oct-21,Payment,"40,609"
11-Feb-22,Journal,"46,892"
26-Jun-21,Receipt,"60,842"
12-Aug-21,Journal,"82,582"
24-Mar-22,Payment,"15,008"
06-Feb-22,Purchase,"51,303"
28-Oct-21,Sales,"50,155"
12-Mar-22,Receipt,"67,195"
21-Sep-21,Purchase,"91,175"
29-Aug-21,Journal,"81,744"
24-Mar-22,Journal,"78,245"
31-Aug-21,Payment,"88,203"
25-Aug-21,Receipt,"63,350"
20-May-21,Journal,"6,773"
15-Oct-21,Purchase,"72,766"
08-Nov-21,Sales,"46,613"
25-Jul-21,Purchase,"93,241"
19-Jul-21,Purchase,"96,211"
30-Jun-21,Receipt,"83,551"
13-Feb-22,Purchase,"33,005"
28-Sep-21,Payment,"16,101"
18-Nov-21,Journal,"29,945"
07-Apr-21,Purchase,"2,964"
12-Nov-21,Receipt,"55,787"
14-Aug-21,Receipt,"35,789"
25-Jun-21,Purchase,"48,797"
27-Apr-21,Journal,"75,856"
28-Jan-22,Journal,"25,256"
29-Sep-21,Payment,"76,496"
31-Jul-21,Payment,"28,064"
09-Jun-21,Sales,"6,356"
07-Oct-21,Journal,"9,779"
24-Sep-21,Purchase,"86,314"
12-Mar-22,Journal,"93,593"
09-Nov-21,Payment,"18,445"
14-Sep-21,Payment,"34,757"
30-Nov-21,Receipt,"23,633"
20-May-21,Sales,"7,758"
19-Feb-22,Sales,"50,096"
29-Jan-22,Payment,"57,668"
02-Apr-21,Payment,"55,608"
12-May-21,Sales,"74,078"
17-Jun-21,Receipt,"62,022"
28-Jan-22,Purchase,"31,125"
03-Nov-21,Purchase,"64,124"
27-Jun-21,Payment,"80,980"
24-Aug-21,Sales,"15,775"
03-Nov-21,Receipt,"31,535"
13-Oct-21,Purchase,"33,488"
17-Feb-22,Journal,"64,579"
17-Aug-21,Receipt,"15,806"
14-Jul-21,Receipt,"49,676"
03-Feb-22,Sales,"15,546"
18-May-21,Receipt,"45,826"
04-Aug-21,Purchase,"92,022"
03-Sep-21,Journal,"40,643"
17-Nov-21,Receipt,"50,776"
05-May-21,Journal,"11,355"
21-Mar-22,Journal,"84,343"
02-Jun-21,Receipt,"12,549"
22-Dec-21,Receipt,"27,064"
23-Jan-22,Receipt,"64,439"
24-Dec-21,Payment,"57,379"
25-Feb-22,Payment,"82,650"
21-May-21,Payment,"90,790"
03-Jan-22,Purchase,"2,970"
04-Aug-21,Journal,"90,403"
15-Apr-21,Journal,"42,147"
22-Oct-21,Payment,"60,971"
25-Oct-21,Purchase,"23,815"
22-Jun-21,Receipt,"14,588"
01-Dec-21,Journal,"6,963"
19-Sep-21,Sales,"13,940"
23-Apr-21,Purchase,"72,363"
28-Nov-21,Receipt,"17,284"
29-May-21,Purchase,"50,349"
01-Aug-21,Receipt,"93,048"
11-Jun-21,Journal,"8,198"
21-Nov-21,Journal,"86,688"
25-Jan-22,Purchase,"60,869"
05-Aug-21,Purchase,"53,117"
05-Dec-21,Journal,"70,723"
16-Sep-21,Purchase,"84,070"
22-Jun-21,Receipt,"23,066"
09-Jun-21,Journal,"25,905"
01-Jan-22,Journal,"67,651"
09-Jan-22,Receipt,"81,667"
14-Apr-21,Payment,"38,414"
07-Jan-22,Purchase,"47,415"
06-Sep-21,Journal,"1,725"
26-Apr-21,Sales,"74,318"
06-Mar-22,Journal,"42,650"
17-Feb-22,Receipt,"46,819"
26-Feb-22,Sales,"75,359"
27-Sep-21,Purchase,"7,300"
10-Nov-21,Receipt,"62,878"
05-May-21,Sales,"23,928"
30-Apr-21,Sales,"73,660"
02-Aug-21,Journal,"39,611"
08-Apr-21,Journal,"25,725"
29-Oct-21,Journal,"48,073"
24-Jul-21,Sales,"1,270"
25-Jul-21,Sales,"43,369"
15-Nov-21,Receipt,"56,400"
16-Nov-21,Sales,"20,133"
10-May-21,Sales,"56,087"
02-Apr-21,Sales,"26,451"
12-Dec-21,Journal,"32,747"
07-Oct-21,Receipt,"31,302"
14-Feb-22,Purchase,"16,291"
04-Oct-21,Payment,"28,702"
30-Jul-21,Sales,"97,512"
10-Sep-21,Payment,"5,331"
11-Jun-21,Payment,"32,372"
26-Jul-21,Purchase,"5,007"
08-Aug-21,Purchase,"25,048"
08-Jun-21,Payment,"76,807"
20-Apr-21,Sales,"39,243"
30-Nov-21,Journal,"85,021"
28-Mar-22,Payment,"76,141"
20-Nov-21,Journal,"84,922"
08-Sep-21,Payment,"40,237"
19-Jun-21,Receipt,"16,573"
26-May-21,Journal,"33,862"
29-Sep-21,Payment,"59,456"
05-Dec-21,Sales,"81,110"
15-Dec-21,Purchase,"90,215"
02-Jun-21,Receipt,"43,258"
29-Mar-22,Receipt,"59,506"
19-Aug-21,Payment,"23,634"
14-Jan-22,Purchase,"84,900"
08-Sep-21,Journal,"96,750"
01-Jan-22,Payment,"44,779"
24-Feb-22,Receipt,"79,413"
10-Oct-21,Receipt,"65,932"
19-Aug-21,Payment,"74,851"
02-May-21,Purchase,"97,706"
02-Jul-21,Payment,"60,061"
27-Nov-21,Journal,"81,429"
11-Dec-21,Sales,"55,878"
16-Jul-21,Purchase,"45,039"
26-Aug-21,Payment,"11,171"
24-Oct-21,Journal,"56,589"
21-Jul-21,Sales,"13,911"
11-Dec-21,Sales,"37,191"
15-Feb-22,Receipt,"38,204"
15-Jul-21,Sales,"85,611"
30-Sep-21,Receipt,"35,698"
29-Aug-21,Purchase,"87,285"
30-Aug-21,Journal,"63,472"
18-Oct-21,Payment,"16,379"
24-Jan-22,Sales,"64,886"
26-Feb-22,Payment,"49,326"
27-Feb-22,Receipt,"30,532"
02-Jun-21,Sales,"51,395"
09-Dec-21,Receipt,"71,977"
20-May-21,Purchase,"5,416"
09-Jan-22,Receipt,"48,357"
08-Sep-21,Receipt,"79,001"
10-May-21,Receipt,"44,901"
05-Nov-21,Receipt,"98,951"
17-Dec-21,Journal,"17,183"
30-Dec-21,Receipt,"69,382"
15-Dec-21,Sales,"12,360"
10-Apr-21,Payment,"68,334"
30-Aug-21,Receipt,"63,886"
01-Aug-21,Receipt,"50,505"
20-Sep-21,Receipt,"45,805"
07-Sep-21,Receipt,"35,200"
15-Feb-22,Journal,"75,017"
26-Nov-21,Journal,"9,825"
26-Jan-22,Purchase,"65,138"
21-May-21,Purchase,"17,819"
14-May-21,Journal,"67,993"
26-Mar-22,Receipt,"56,900"
03-Mar-22,Receipt,"55,494"
14-Jul-21,Receipt,"5,246"
19-Aug-21,Receipt,"49,982"
22-Feb-22,Payment,"10,293"
12-Apr-21,Purchase,"99,008"
02-Jun-21,Journal,"56,536"
02-Jun-21,Journal,"17,070"
06-Aug-21,Receipt,"70,591"
02-Nov-21,Journal,"38,106"
02-Jun-21,Receipt,"20,088"
17-Feb-22,Sales,"79,040"
16-Jun-21,Purchase,"55,198"
17-Jun-21,Receipt,"29,250"
01-Apr-21,Journal,"59,376"
10-Aug-21,Journal,"79,389"
15-Sep-21,Payment,"34,725"
15-Oct-21,Sales,"31,487"
05-Sep-21,Purchase,"9,591"
13-Jun-21,Sales,"88,882"
03-Apr-21,Journal,"2,586"
29-Jun-21,Journal,"18,949"
13-Dec-21,Receipt,"83,766"
08-Jun-21,Journal,"20,451"
04-Aug-21,Journal,"28,218"
05-Mar-22,Payment,"83,323"
21-May-21,Payment,"98,024"
14-Apr-21,Receipt,"42,924"
21-Aug-21,Receipt,"58,557"
04-Dec-21,Sales,"87,881"
04-Jan-22,Purchase,"16,274"
18-May-21,Sales,"3,214"
10-Nov-21,Sales,"19,879"
10-Sep-21,Sales,"11,640"
01-Nov-21,Receipt,"38,579"
04-May-21,Payment,"20,550"
11-Feb-22,Payment,"70,330"
26-Apr-21,Journal,"48,330"
17-Jan-22,Payment,"21,956"
10-May-21,Receipt,"63,325"
18-Jan-22,Sales,"69,590"
12-May-21,Payment,"20,429"
25-Oct-21,Journal,"90,982"
25-Dec-21,Purchase,"21,762"
08-Dec-21,Payment,"15,752"
20-Oct-21,Receipt,"56,807"
22-Apr-21,Receipt,"26,792"
18-Feb-22,Journal,"80,160"
15-Aug-21,Journal,"85,236"
14-Nov-21,Sales,"60,752"
20-Oct-21,Journal,"39,912"
07-Sep-21,Journal,"6,630"
24-Jun-21,Journal,"54,702"
08-Feb-22,Sales,"90,896"
19-May-21,Receipt,"36,146"
23-Dec-21,Sales,"39,332"
12-Jul-21,Purchase,"25,551"
25-Jul-21,Purchase,"65,743"
19-Mar-22,Journal,"55,271"
10-Nov-21,Purchase,"62,811"
25-Dec-21,Purchase,"81,251"
08-Nov-21,Journal,"20,599"
21-Sep-21,Journal,"76,022"
14-Dec-21,Receipt,"74,584"
22-Nov-21,Journal,"92,310"
28-Sep-21,Journal,"40,827"
22-May-21,Sales,"84,360"
02-Feb-22,Sales,"83,062"
04-Jan-22,Journal,"41,955"
09-Oct-21,Sales,"30,235"
14-Feb-22,Sales,"72,087"
20-Mar-22,Sales,"29,898"
22-Mar-22,Receipt,"16,049"
28-Sep-21,Receipt,"59,466"
06-Jan-22,Sales,"77,052"
13-Jan-22,Payment,"79,633"
21-Dec-21,Purchase,"73,722"
11-Feb-22,Receipt,"28,484"
29-Oct-21,Journal,"18,058"
18-Sep-21,Payment,"3,879"
13-Jan-22,Purchase,"1,941"
31-Aug-21,Receipt,"26,666"
06-Nov-21,Journal,"6,853"
27-Feb-22,Purchase,"51,657"
12-May-21,Purchase,"49,234"
11-Jan-22,Payment,"99,296"
24-Dec-21,Sales,"10,737"
15-Jul-21,Receipt,"57,943"
31-Dec-21,Sales,"14,764"
17-Nov-21,Receipt,"4,020"
05-Jun-21,Sales,"37,763"
15-Dec-21,Payment,"6,669"
28-Jul-21,Journal,"9,433"
10-Sep-21,Journal,"77,925"
09-May-21,Receipt,"10,180"
19-Nov-21,Sales,"94,908"
28-Oct-21,Receipt,"94,285"
28-Jul-21,Journal,"35,698"
21-Mar-22,Purchase,"57,689"
20-Jul-21,Receipt,"49,848"
30-Jan-22,Purchase,"78,261"
15-Sep-21,Journal,"92,279"
12-Dec-21,Payment,"81,635"
24-Apr-21,Payment,"46,084"
11-Nov-21,Journal,"18,220"
27-Sep-21,Payment,"80,086"
27-Sep-21,Payment,"99,544"
07-May-21,Payment,"12,861"
04-Sep-21,Purchase,"57,530"
07-Aug-21,Purchase,"2,426"
27-Aug-21,Receipt,"61,466"
13-Nov-21,Receipt,"57,938"
10-Dec-21,Sales,"70,905"
15-Dec-21,Receipt,"82,897"
10-Mar-22,Journal,"41,399"
26-Feb-22,Journal,"44,359"
09-Feb-22,Purchase,"4,561"
13-Sep-21,Sales,"94,758"
16-Jun-21,Payment,"1,972"
08-Jun-21,Receipt,"54,712"
02-Mar-22,Journal,"33,805"
06-Oct-21,Payment,"14,322"
26-Oct-21,Purchase,"27,250"
04-Mar-22,Receipt,"29,750"
03-Jun-21,Journal,"21,912"
28-Jul-21,Purchase,"51,619"
10-Apr-21,Journal,"60,309"
15-Dec-21,Journal,"17,568"
08-May-21,Purchase,"73,882"
07-Nov-21,Payment,"4,691"
30-Oct-21,Purchase,"15,115"
17-Feb-22,Purchase,"53,361"
04-May-21,Journal,"82,247"
22-Dec-21,Sales,"85,067"
08-May-21,Sales,"15,163"
18-Jan-22,Journal,"77,822"
22-Aug-21,Journal,"74,557"
06-Jan-22,Journal,"28,828"
15-May-21,Purchase,"36,298"
29-Oct-21,Journal,"76,833"
31-May-21,Payment,"60,119"
12-May-21,Sales,"28,401"
12-Jun-21,Sales,"69,550"
10-Jan-22,Receipt,"9,248"
13-Jan-22,Receipt,"84,716"
18-Nov-21,Journal,"18,279"
06-Jul-21,Payment,"87,009"
08-Dec-21,Sales,"33,495"
03-Oct-21,Purchase,"51,593"
13-Dec-21,Receipt,"59,852"
07-Sep-21,Receipt,"69,347"
06-Dec-21,Journal,"2,606"
02-Nov-21,Sales,"11,544"
09-Sep-21,Payment,"8,896"
10-May-21,Purchase,"31,428"
17-Jan-22,Receipt,"17,450"
29-Jan-22,Purchase,"92,499"
25-Sep-21,Payment,"51,003"
15-Feb-22,Receipt,"95,265"
18-Oct-21,Purchase,"31,229"
11-Sep-21,Receipt,"50,137"
23-May-21,Payment,"90,286"
26-Mar-22,Receipt,"99,795"
09-Feb-22,Journal,"20,492"
13-Nov-21,Sales,"94,908"
21-Apr-21,Journal,"6,054"
12-Apr-21,Journal,"55,828"
14-Jul-21,Journal,"33,360"
04-Jul-21,Journal,"63,898"
07-Nov-21,Receipt,"68,072"
18-Oct-21,Payment,"41,130"
21-Jul-21,Journal,"43,508"
17-Jul-21,Purchase,"36,863"
08-Nov-21,Payment,"68,145"
21-Oct-21,Sales,"82,808"
31-Jan-22,Payment,"62,025"
18-Jul-21,Journal,"78,105"
21-Jan-22,Payment,"87,830"
27-Aug-21,Purchase,"4,621"
30-Jun-21,Receipt,"36,799"
20-Apr-21,Receipt,"73,528"
20-Jan-22,Payment,"71,962"
18-Apr-21,Payment,"51,673"
15-Feb-22,Sales,"26,313"
29-Aug-21,Purchase,"64,696"
22-Nov-21,Receipt,"34,634"
09-Oct-21,Payment,"14,790"
25-Apr-21,Payment,"27,709"
30-Mar-22,Journal,"63,809"
18-Jul-21,Journal,"27,307"
05-Oct-21,Payment,"50,994"
13-Oct-21,Payment,"22,134"
30-Jun-21,Receipt,"54,463"
06-Nov-21,Payment,"39,365"
12-Jan-22,Payment,"16,682"
05-Sep-21,Receipt,"29,060"
08-Feb-22,Sales,"36,596"
12-Sep-21,Receipt,"85,787"
31-Jan-22,Journal,"27,263"
06-Jun-21,Sales,"8,426"
10-Feb-22,Journal,"1,558"
14-Jul-21,Journal,"94,278"
11-Dec-21,Payment,"23,905"
17-Jan-22,Sales,"67,826"
02-Dec-21,Journal,"49,198"
28-Oct-21,Purchase,"89,274"
09-Dec-21,Purchase,"53,166"
04-Feb-22,Sales,"93,156"
29-Apr-21,Journal,"57,843"
26-Apr-21,Sales,"79,765"
21-Feb-22,Receipt,"4,585"
15-Aug-21,Sales,"28,558"
05-Aug-21,Sales,"88,909"
09-Jun-21,Payment,"15,636"
28-Feb-22,Receipt,"49,297"
03-Aug-21,Receipt,"99,362"
26-Nov-21,Payment,"28,162"
22-Oct-21,Purchase,"27,921"
08-Jan-22,Journal,"72,313"
09-Jul-21,Sales,"81,613"
14-Mar-22,Payment,"29,676"
28-Jul-21,Receipt,"15,057"
23-Oct-21,Sales,"22,869"
05-Jan-22,Receipt,"42,384"
02-Jul-21,Purchase,"71,786"
27-Oct-21,Payment,"33,372"
13-Apr-21,Receipt,"10,093"
02-Apr-21,Receipt,"6,202"
14-Feb-22,Sales,"1,229"
16-Dec-21,Journal,"22,254"
17-Jun-21,Sales,"17,335"
29-Nov-21,Purchase,"1,223"
08-Jan-22,Payment,"99,672"
27-May-21,Journal,"48,808"
03-May-21,Journal,"49,422"
26-Dec-21,Purchase,"54,496"
21-Sep-21,Purchase,"63,874"
17-Sep-21,Journal,"2,073"
22-May-21,Sales,"79,277"
19-Jun-21,Sales,"51,798"
14-Jun-21,Sales,"36,175"
19-Apr-21,Journal,"36,593"
01-Apr-21,Sales,"51,539"
20-Jun-21,Receipt,"31,548"
12-Nov-21,Journal,"7,443"
12-May-21,Journal,"63,477"
25-Dec-21,Payment,"66,367"
30-Oct-21,Receipt,"52,050"
10-Oct-21,Receipt,"70,134"
20-Nov-21,Journal,"34,087"
14-Mar-22,Sales,"60,070"
30-Nov-21,Receipt,"77,158"
15-Jun-21,Journal,"83,641"
15-Nov-21,Payment,"33,340"
02-Jan-22,Sales,"19,826"
06-Sep-21,Journal,"88,416"
18-Jul-21,Journal,"57,705"
10-Jun-21,Sales,"21,113"
29-May-21,Receipt,"47,062"
21-Apr-21,Payment,"73,345"
16-Apr-21,Journal,"38,473"
20-Jun-21,Sales,"11,358"
29-Aug-21,Payment,"5,526"
29-Nov-21,Receipt,"12,093"
24-Feb-22,Receipt,"49,592"
15-Oct-21,Purchase,"88,867"
30-Mar-22,Payment,"30,825"
08-Nov-21,Purchase,"14,723"
05-Oct-21,Receipt,"8,738"
02-Feb-22,Sales,"15,808"
01-Jul-21,Purchase,"4,020"
09-Feb-22,Purchase,"45,036"
05-Aug-21,Receipt,"27,792"
08-Jul-21,Purchase,"66,571"
16-Jun-21,Sales,"58,920"
18-Jun-21,Payment,"93,542"
22-Jan-22,Receipt,"61,928"
09-Dec-21,Payment,"32,347"
18-Feb-22,Purchase,"68,759"
27-Jun-21,Payment,"85,590"
23-Feb-22,Purchase,"67,919"
20-Nov-21,Receipt,"10,202"
15-Apr-21,Payment,"83,217"
16-Aug-21,Receipt,"90,140"
19-Sep-21,Payment,"46,133"
03-Nov-21,Sales,"33,290"
25-Nov-21,Sales,"97,023"
11-Feb-22,Journal,"53,695"
27-Feb-22,Purchase,"88,145"
02-Jun-21,Receipt,"8,931"
14-Sep-21,Journal,"52,578"
08-Jun-21,Journal,"75,013"
14-Aug-21,Purchase,"27,203"
09-Feb-22,Journal,"71,840"
22-Jun-21,Payment,"22,043"
04-Feb-22,Journal,"95,822"
13-Jun-21,Sales,"19,528"
29-Nov-21,Sales,"53,908"
15-Feb-22,Sales,"48,380"
15-Apr-21,Purchase,"71,716"
15-Feb-22,Purchase,"65,605"
02-May-21,Receipt,"53,956"
26-Jan-22,Purchase,"63,914"
13-Mar-22,Payment,"28,648"
16-Apr-21,Purchase,"82,446"
09-Oct-21,Payment,"87,158"
29-Oct-21,Purchase,"66,454"
14-Nov-21,Journal,"27,209"
05-Jan-22,Purchase,"52,101"
31-Oct-21,Payment,"33,512"
30-Nov-21,Payment,"6,720"
03-Apr-21,Receipt,"17,838"
27-Jun-21,Sales,"33,799"
13-Oct-21,Payment,"92,971"
14-Aug-21,Sales,"91,929"
29-Sep-21,Sales,"73,464"
25-Oct-21,Payment,"55,055"
03-Nov-21,Sales,"22,160"
20-May-21,Payment,"17,591"
15-Mar-22,Payment,"48,310"
26-Sep-21,Purchase,"66,781"
28-Dec-21,Receipt,"74,899"
11-Jan-22,Payment,"78,809"
16-Sep-21,Sales,"30,196"
07-Dec-21,Payment,"47,651"
25-Nov-21,Journal,"99,307"
23-Nov-21,Purchase,"3,957"
02-May-21,Receipt,"81,034"
14-Jan-22,Payment,"75,838"
28-Jun-21,Purchase,"21,991"
25-Jan-22,Purchase,"15,599"
08-Dec-21,Purchase,"51,254"
03-Jan-22,Receipt,"13,015"
05-Apr-21,Purchase,"27,905"
11-Jan-22,Journal,"51,446"
14-Jul-21,Payment,"79,300"
22-Sep-21,Purchase,"48,073"
16-Aug-21,Journal,"21,766"
05-Jan-22,Journal,"88,191"
04-Mar-22,Sales,"86,704"
30-Dec-21,Sales,"56,991"
13-Nov-21,Payment,"6,005"
12-May-21,Receipt,"7,540"
12-Sep-21,Receipt,"50,915"
01-Aug-21,Sales,"1,448"
24-Feb-22,Sales,"1,751"
15-Aug-21,Receipt,"76,311"
03-Nov-21,Journal,"91,323"
04-Sep-21,Receipt,"70,148"
16-May-21,Sales,"80,360"
15-Dec-21,Payment,"11,713"
05-Sep-21,Receipt,"53,282"
02-Oct-21,Sales,"67,523"
04-Nov-21,Receipt,"2,716"
05-Oct-21,Payment,"60,032"
04-Jul-21,Journal,"7,557"
07-Jul-21,Payment,"68,012"
02-Jan-22,Sales,"42,694"
16-Aug-21,Receipt,"75,489"
14-Sep-21,Receipt,"57,613"
05-May-21,Journal,"78,191"
20-Nov-21,Payment,"56,298"
04-Nov-21,Journal,"97,369"
03-Sep-21,Sales,"32,083"
07-May-21,Purchase,"19,161"
24-Oct-21,Receipt,"42,159"
06-May-21,Payment,"44,721"
11-Jun-21,Receipt,"33,696"
30-Jun-21,Payment,"77,825"
03-Aug-21,Journal,"74,859"
04-Feb-22,Purchase,"85,001"
12-May-21,Sales,"6,830"
13-Oct-21,Sales,"63,776"
03-May-21,Sales,"10,236"
20-Sep-21,Journal,"19,448"
13-Sep-21,Purchase,"53,996"
26-Jan-22,Payment,"37,490"
21-Aug-21,Purchase,"93,132"
08-May-21,Purchase,"14,901"
05-Mar-22,Journal,"12,997"
05-Oct-21,Payment,"18,238"
15-Jun-21,Journal,"32,037"
20-Jul-21,Sales,"29,653"
06-Aug-21,Journal,"47,033"
21-Apr-21,Receipt,"71,224"
15-Aug-21,Purchase,"66,160"
31-Jan-22,Payment,"93,006"
27-Aug-21,Journal,"86,605"
13-Jul-21,Receipt,"35,058"
20-Jul-21,Journal,"86,454"
12-Mar-22,Receipt,"94,034"
07-Jun-21,Payment,"96,243"
12-Jul-21,Receipt,"26,380"
17-Oct-21,Journal,"8,408"
22-May-21,Sales,"24,807"
25-Jul-21,Receipt,"98,008"
08-Mar-22,Receipt,"46,303"
30-Dec-21,Purchase,"75,959"
28-Sep-21,Receipt,"84,240"
24-Apr-21,Payment,"1,530"
07-Aug-21,Receipt,"35,120"
08-Jul-21,Receipt,"5,697"
07-Jul-21,Purchase,"13,993"
15-Aug-21,Payment,"39,752"
16-Jun-21,Receipt,"66,173"
30-Apr-21,Payment,"94,177"
15-Oct-21,Payment,"77,861"
15-Apr-21,Sales,"12,383"
08-Jan-22,Payment,"24,024"
20-Dec-21,Payment,"49,634"
01-Jun-21,Journal,"34,151"
